#time magniutde filter
443.0 27.97 i
443.0 27.66 r
443.0 26.92 u
443.0 28.39 y
443.0 28.2 z
444.0 27.28 g
444.0 27.98 i
444.0 27.66 r
444.0 26.92 u
444.0 28.39 y
444.0 28.21 z
445.0 27.29 g
445.0 27.98 i
445.0 27.67 r
445.0 26.92 u
445.0 28.4 y
445.0 28.21 z
446.0 27.29 g
446.0 27.99 i
446.0 27.67 r
446.0 26.93 u
446.0 28.4 y
446.0 28.22 z
447.0 27.3 g
447.0 27.99 i
447.0 27.67 r
447.0 26.93 u
447.0 28.41 y
447.0 28.22 z
448.0 27.3 g
448.0 27.99 i
448.0 27.68 r
448.0 26.94 u
448.0 28.41 y
448.0 28.23 z
449.0 27.31 g
449.0 28.0 i
449.0 27.68 r
449.0 26.94 u
449.0 28.42 y
449.0 28.23 z
450.0 27.31 g
450.0 28.0 i
450.0 27.69 r
450.0 26.95 u
450.0 28.42 y
450.0 28.23 z
451.0 27.31 g
451.0 28.01 i
451.0 27.69 r
451.0 26.95 u
451.0 28.42 y
451.0 28.24 z
452.0 27.32 g
452.0 28.01 i
452.0 27.69 r
452.0 26.95 u
452.0 28.43 y
452.0 28.24 z
453.0 27.32 g
453.0 28.02 i
453.0 27.7 r
453.0 26.96 u
453.0 28.43 y
453.0 28.25 z
454.0 27.33 g
454.0 28.02 i
454.0 27.7 r
454.0 26.96 u
454.0 28.44 y
454.0 28.25 z
455.0 27.33 g
455.0 28.02 i
455.0 27.71 r
455.0 26.97 u
455.0 28.44 y
455.0 28.25 z
456.0 27.33 g
456.0 28.03 i
456.0 27.71 r
456.0 26.97 u
456.0 28.44 y
456.0 28.26 z
457.0 27.34 g
457.0 28.03 i
457.0 27.72 r
457.0 26.97 u
457.0 28.45 y
457.0 28.26 z
458.0 27.34 g
458.0 28.04 i
458.0 27.72 r
458.0 26.98 u
458.0 28.45 y
458.0 28.27 z
459.0 27.35 g
459.0 28.04 i
459.0 27.72 r
459.0 26.98 u
459.0 28.46 y
459.0 28.27 z
460.0 27.35 g
460.0 28.04 i
460.0 27.73 r
460.0 26.99 u
460.0 28.46 y
460.0 28.28 z
461.0 27.35 g
461.0 28.05 i
461.0 27.73 r
461.0 26.99 u
461.0 28.47 y
461.0 28.28 z
462.0 27.36 g
462.0 28.05 i
462.0 27.74 r
462.0 26.99 u
462.0 28.47 y
462.0 28.28 z
463.0 27.36 g
463.0 28.06 i
463.0 27.74 r
463.0 27.0 u
463.0 28.47 y
463.0 28.29 z
464.0 27.37 g
464.0 28.06 i
464.0 27.74 r
464.0 27.0 u
464.0 28.48 y
464.0 28.29 z
465.0 27.37 g
465.0 28.06 i
465.0 27.75 r
465.0 27.01 u
465.0 28.48 y
465.0 28.29 z
466.0 27.37 g
466.0 28.07 i
466.0 27.75 r
466.0 27.01 u
466.0 28.48 y
466.0 28.3 z
467.0 27.38 g
467.0 28.07 i
467.0 27.76 r
467.0 27.01 u
467.0 28.49 y
467.0 28.3 z
468.0 27.38 g
468.0 28.08 i
468.0 27.76 r
468.0 27.02 u
468.0 28.49 y
468.0 28.31 z
469.0 27.39 g
469.0 28.08 i
469.0 27.76 r
469.0 27.02 u
469.0 28.5 y
469.0 28.31 z
470.0 27.39 g
470.0 28.08 i
470.0 27.77 r
470.0 27.02 u
470.0 28.5 y
470.0 28.31 z
471.0 27.39 g
471.0 28.09 i
471.0 27.77 r
471.0 27.03 u
471.0 28.5 y
471.0 28.32 z
472.0 27.4 g
472.0 28.09 i
472.0 27.77 r
472.0 27.03 u
472.0 28.51 y
472.0 28.32 z
473.0 27.4 g
473.0 28.09 i
473.0 27.78 r
473.0 27.04 u
473.0 28.51 y
473.0 28.33 z
474.0 27.4 g
474.0 28.1 i
474.0 27.78 r
474.0 27.04 u
474.0 28.52 y
474.0 28.33 z
475.0 27.41 g
475.0 28.1 i
475.0 27.79 r
475.0 27.04 u
475.0 28.52 y
475.0 28.33 z
476.0 27.41 g
476.0 28.11 i
476.0 27.79 r
476.0 27.05 u
476.0 28.52 y
476.0 28.34 z
477.0 27.42 g
477.0 28.11 i
477.0 27.79 r
477.0 27.05 u
477.0 28.53 y
477.0 28.34 z
478.0 27.42 g
478.0 28.11 i
478.0 27.8 r
478.0 27.06 u
478.0 28.53 y
478.0 28.34 z
479.0 27.42 g
479.0 28.12 i
479.0 27.8 r
479.0 27.06 u
479.0 28.53 y
479.0 28.35 z
